Gene	average_Primordial_follicle	average_Primary_follicle	average_Secondary_follicle	average_Antral_follicle	average_Preovulatory_follicle
ACBD7	0.538359644450455	0.223029048597931	0.380586954235234	0.157751108801737	0.0130625119889212
ACCS	0.101852761210182	0.060767038047578	0.0267275966485251	0.128354121165244	0
ACCSL	0.450595562521401	0.97298957511266	2.4079205203379	7.79907090180312	7.76654220725542
ACD	3.90720628287984	4.34366517482684	4.93743553366655	6.11529947376399	3.08460115220824
ACE	3.71080904896814	3.2978384853732	0.366832776381741	0.253659778154187	0.104403378946439
ACE2	0.42526379407128	1.35501211366742	1.54831383220717	3.63924133724864	3.08792382785463
ACER1	0	0	0	0	0
ACER2	0.0439441895877691	0.284287673960591	0.0444980524694732	0.102752918052144	0.167016141828294
ACER3	0.860231216052972	0.932268957572927	1.94148171445026	1.36343855072885	2.22409175957013
ACHE	0.275801452120771	0.61084528614101	0.369250279115781	0.636465777008741	0.118601817771328
ACIN1	5.38393435909713	5.49875592505302	2.56132507688201	4.42174312030698	3.31615728051355
ACKR1	0.0209184899976235	0.012867824762859	0	0	0
ACKR2	0.168150539184954	0.197548435086731	0.342463991201647	0.700209249076287	0.986580331430602
ACKR3	0.0705277582542408	0.0130044011284563	0	0.0005274957544974	0
ACKR4	0.128420789201806	0.0126115620958735	0.207471789477879	0.100992802480939	0.471130870153613
ACLY	3.45704824959461	4.41740629767348	6.11662479194621	5.12497404425505	4.87318368637967
ACMSD	0.0238849538849688	0	0	0	0.145716775192712
ACO1	5.18040785128377	6.46711411141052	3.24757569500746	3.70874324614573	1.15713955106402
ACO2	4.35209921093993	4.97727170343931	0.843639695646414	4.46308160693353	1.39447099443359
ACOT1	1.17191952113899	2.95130770200835	1.91008830352149	4.21911624062845	4.90133836177887
ACOT11	0.0165653484389352	0.0450625365400982	0.149620570195973	0.0383510258664231	0.0257741035975022
ACOT12	0.004662138726297	0.00929731394864935	0.020818290445188	0	0.0140901029190449
ACOT13	2.96261552409644	3.67011496934602	4.16482318278187	3.40245620246158	3.91149433154089
ACOT2	1.23719776350379	2.91855206443907	2.47626426144744	4.30241757907065	5.16198128469881
ACOT4	3.22409282288791	4.44089410112846	3.36146109655263	4.58594726332793	1.67792939989357
ACOT6	0.0705726261167838	0.0756149701764317	0	0	0
ACOT7	4.81064250691252	5.5973462796699	5.14024916187509	6.27414276586438	1.81753258948204
ACOT8	3.60525048430208	3.81962135864605	1.14543318301644	2.85902554999627	1.6858567452764
ACOT9	2.98545238322647	4.23364700657643	5.08369766528109	5.35436610398757	5.37878924014679
ACOX1	0.789988801226956	1.41623572759261	1.02305463728439	0.975236142565363	0.772431089324426
ACOX2	0.0039771191029732	0.00229101586826874	0	0.0203599794511019	0
ACOX3	0.443337473563647	0.827780461435327	0.998095889643188	2.88796851116131	0.966598043952655
ACOXL	0.102804464001555	0.366431782949874	0.17884645896788	0.876809674526495	0.885218161603412
ACP1	4.75827806494377	5.61548707278235	4.5972241518426	5.23564826412938	4.69280822318191
ACP2	0.0513605985137705	0.429103571610127	0.663349001257213	1.78676402935482	0.151070795765854
ACP5	0.0441782191373491	0.389591728750071	1.71327517381749	0.994165159624035	0.432107738609118
ACP6	0.364369325022365	1.63051498217178	1.64572442346499	3.44447539359615	2.97736859554635
ACPP	0.495453449157607	0.154420261668987	0.12442528823952	0.023813007475839	0.0154830504108848
ACPT	0.00555853252618692	0.0133790678630818	0.0537371671361952	0.120354173995046	0.0334798264267707
ACR	0.0725041281415058	0.0108561116824297	3.04796392500098	0.402022789006997	0.0752420018078077
ACRBP	0.371838649853426	1.3726530450144	0.498340192105287	0.327454474847975	0.0243677208245595
ACRC	0.05335309519913	0.011499622622663	0.112231555704696	0.0617377528377585	0.0366793920506581
ACRV1	0	0	0.0739748342528007	0.0382208331573731	0.188336935396915
ACSBG1	0.642995049420928	1.44459010778574	0.371868940416843	0.205671929943913	0.182098261135201
ACSBG2	0	0	0.00751277510810352	0	0.0231484881986501
ACSF2	0.330868281992879	0.060449482254375	0.025366129029463	0.0653699703474224	0
ACSF3	2.15714802160019	1.89459185385916	1.34035388969271	2.26342498249014	0.12864070741018
ACSL1	0.873629289903209	2.49501349852684	2.24323848482459	1.29234668163949	1.72242917899852
ACSL3	2.44661652275448	3.46393266355664	3.7854566410373	4.66461358859614	6.01006901167245
ACSL4	0.813575574583405	0.939027308420422	1.64182918023966	0.39242561521518	0.933676717132332
ACSL5	0.51819114681059	0.92924669673001	0.247067103378531	0.891688994660875	1.42334721821182
ACSL6	0.226550914514125	0.0265733778733029	0.183251871710121	0.034701249594063	0.0260981547664564
ACSM1	0.0172577533100724	0	0.00489705377337445	0	0
ACSM2A	0	0	0	0	0
ACSM2B	0	0	0	0	0
ACSM3	0.165781096353649	0.0549472053130396	0.0440315482015658	0.0432832222957351	0.266039788260862
ACSM4	0	0	0	0.0121957373052205	0
ACSM5	0	0	0	0	0.0276211113099792
ACSM6	0	0	0	0	0.0166402238371923
ACSS1	0.0848851170504574	0.0293094828919132	0.0438689386214674	0.00771933531279548	0
ACSS2	0.852464170653792	1.56547695081505	1.10627622332708	2.38099503970825	0.249566557555035
ACSS3	0.00421605693911588	0	0.597120806005111	1.52520745419366	1.10317651395287
ACTA1	0.279708361050882	0.14504226076523	0.313387694286352	0.0175359657557604	0
ACTA2	0.286218870952133	0.107489499268712	0.237763779851679	0.683237866066432	0.145313101659988
ACTA2-AS1	0	0	0	0.0327746419118055	0.0112915752098788
ACTB	8.75618727610807	9.20234305958668	6.76857102612501	6.94180101075773	7.25385955019328
ACTBL2	0.0496268776998889	0	0	0	0
ACTC1	0	0.00432191090895722	0	0.0048141374730229	0.0111595606279229
ACTG1	9.7580962390393	10.4122509408398	8.52685206162115	9.56566408637447	9.33163957704289
ACTG1P17	0.277895259712291	0.0402644505529127	0.448456836855074	0.104855287865802	0.0134685746133437
ACTG1P20	0.65620987162691	0.252284396327523	0.062725620778572	0.138284739653246	0.166895170899418
ACTG1P4	0.136994888784312	0.00427543442513228	0	0.00621949104725943	0
ACTG2	7.45184461157119	7.97263490581309	5.97749242162602	6.51494331595762	2.25817538166868
ACTL10	0.00508848782444287	0	0	0	0
ACTL6A	5.17212146519672	6.77763020977875	4.47563321709227	4.72864531269404	6.1732651658174
ACTL6B	0.00676894452749718	0	0	0	0
ACTL7A	0.0219837430185958	0.0059200853908375	0	0	0
ACTL7B	2.96621558122983	4.79935716490066	2.09774446937085	3.53461440987527	0.998326854169226
ACTL8	6.78104438569102	7.14555328725608	9.03223130093298	11.0219271494596	9.88090989262493
ACTL9	0	0	0.00716344099575832	0	0
ACTN1	5.8832511769485	5.88974808884862	4.07429483929587	5.37033373996184	5.90721710274651
ACTN1-AS1	0	0	0	0.61912039077292	0
ACTN2	0.00827305088580326	0.103628560802804	0.061302990900278	0.0524852833407799	0.0281253721833785
ACTN3	0.0975795798465327	0.133511561335914	1.75395376270312	2.92300965442248	0.124619790572116
ACTN4	4.51545215455993	4.69547825448556	3.27316488045506	4.5690052957704	2.53861512699455
ACTR10	3.3377479263764	4.23262461800219	3.44967739535807	2.92335008610929	4.3959040535545
ACTR1A	2.9271171013671	3.60705273608278	2.98370077894317	3.91405897816217	1.4615996977808
ACTR1B	4.27351939522887	5.29374775737708	4.25465900833899	5.34321497254555	0.558726929826817
ACTR2	2.795868715652	3.70588422349275	3.35855994909186	2.99735473451355	5.27744902189046
ACTR3	2.83687632573162	3.86299499018796	3.21348662235452	3.55822533239807	3.51759812436082
ACTR3B	3.34715169724501	4.11026564868439	3.51716857346179	4.20062514109597	4.42944600579669
ACTR3BP2	0	0	0	0	0
ACTR3BP5	0.0209171765259511	0	0	0	0
ACTR3C	0.00373948308918797	0.662330828233155	0.526191194128413	0.904221143808041	1.34241802767396
ACTR5	3.48712759380883	3.79542404958528	3.42507346438769	3.60835208997632	1.15943794970601
ACTR6	1.64097291318543	2.71514158173154	1.99987045101608	0.725106736368875	0.671222931455445
ACTR8	2.40955894759932	3.73748525816774	2.43858896915805	3.67713628217798	0.686640555993426
ACTRT1	0.00683097064139297	0.109213617840128	0	0.185748545864494	0.0309707909653657
ACTRT2	0.0133735791835842	0	0	0	0
ACTRT3	0.157310221346649	0.0183726930504002	0	0	0
ACVR1	0.299422095256442	1.04865904166899	2.31246567905378	2.56123581925925	4.48541321091655
ACVR1B	3.83731932251658	4.56812775670524	4.6592255385534	5.07909461945692	6.28924833999376
ACVR1C	0.202583204740131	0.752853351207889	0.0865582194437098	0.200797082427238	0.817954333700539
ACVR2A	0.948666222300643	1.64615520982093	2.15109655638283	2.35548855703297	2.1261209016078
ACVR2B	1.22602443178696	1.91711636817285	1.95424088449869	2.75605466123841	4.17960319967143
ACVR2B-AS1	0.256059346750951	0.0758686306300277	0.11130926000548	0.0398051470611423	0.0676033729575517
ACVRL1	0.131087700863541	0.423043345787433	0.391661603267554	0.107563158396337	0
ACY1	0.00700285911708187	0.103681239540514	0	0.0194572375445062	0
ACY3	0	0	0	0	0
ACYP1	2.26824917722351	2.27451199315819	4.62898788776024	4.02394472950038	5.25926045000303
ACYP2	1.63983286346254	1.28042696619086	0.473423972538658	0.710305230305075	0.274263031515496
ADA	5.73917762416869	6.06727913887488	7.28873940614637	7.07068392491088	3.91181923737972
ADAD1	3.75672125535394	4.90570844096344	4.5844669393279	5.71136451090655	5.30113374534976
ADAD2	6.64479233587331	5.82158625921375	4.08661569777813	6.00439963238061	1.06650308842193
ADAL	1.18575436925694	2.20765322205415	3.4994232614871	3.24875965918403	4.02188413522332
ADAM10	1.58576941967004	2.09384501118669	2.57386884279602	2.31402067521922	3.29621353449937
ADAM11	0.0307209885718904	0.134492963402911	0.0765531151401648	0.569762709333291	0.0328233516991989
ADAM12	0.624681610798397	1.14841361768103	0.903752165105385	0.538616023972294	0.234688801854756
ADAM15	1.49346601647728	2.43374385906845	2.12303373957108	2.56888570469586	0.556955474835365
ADAM17	2.86601003180273	2.32101433460363	3.20722773582313	3.92156973936767	4.67521292477832
ADAM18	0.00681143296819178	0	0	0	0
ADAM19	2.53366275253162	3.09215004983101	3.31568898375714	3.3220094216036	3.30367013448903
ADAM1A	0	0.0137540572048326	0.0145489801142441	0	0.00956878104771803
ADAM2	0	0	0	0	0
ADAM20	0.00702883028739749	0.00433863782672666	0.0199078398074676	0	0.1146811069844
ADAM20P1	0.0599469946184744	0.00123213396821266	0	0	0
ADAM21	0.117713301238568	0.00156547234148579	0.102678995330052	0.423640005582351	0.237025553804796
ADAM21P1	0.0108694110612032	0.00187010708377317	0.0343049196363013	0.0383394090213146	0.0906359552655034
ADAM22	0.240701978025403	0.413166782590795	0.161421990245908	0.099797252999606	0.116962814170418
ADAM23	0.124554515506724	1.50767768024601	1.22193610693842	0.581674040608967	0.364779589615135
ADAM28	0.465779001136097	1.35274111591353	0.273724217708388	0.463705871252811	0.092968890345842
ADAM29	0.0956997445627371	0.00352838397115027	0.0134042687122781	0	0
ADAM30	0.176651553628896	0.00154411695815366	0.0208489481227088	0.00308160211566369	0
ADAM32	0.0648327420507501	0.321209294052289	0.494329252655951	0.101609060882551	0.224550026687735
ADAM33	0.090542454846883	0.0176529778687253	0.033976325209832	0.0103755758016599	0
ADAM3A	0.0360630925411765	0	0	0	0
ADAM5	0	0	0	0	0
ADAM6	0.0321280799250724	0	0	0	0
ADAM7	0	0	0.0115796695768536	0	0
ADAM8	1.64938976972041	1.76458898132672	2.86684203323963	3.63935591932109	2.43054137890078
ADAM9	0.449713416367865	1.02766820178121	0.556098213024042	0.337672245989345	0.701157364320553
ADAMDEC1	0.0963320201947735	0.00178477552859159	0	0.0121053744034642	0.0191080355562075
ADAMTS1	0.356887409683307	0.181445404741956	0.0848520117615364	0.0264195256265856	0.00468605096855037
ADAMTS10	0.0740462749827458	0.0310745796022089	0.668428630395792	0.252516206935773	0.042796441436678
ADAMTS12	0.071871898602076	0.00492077515218476	0	0.617732382560451	0.499236616367009
ADAMTS13	0.00343925348461984	0.120512379477622	0.0652582146565843	0.0362012342872276	0.00563377672033213
ADAMTS14	0.171855740342546	0.0947975538813713	0.0408375613916667	1.15023901856942	0.0719447784660459
ADAMTS15	1.47848489745557	0.916978466593374	2.25455744176112	2.42747036663844	0.183004164688753
ADAMTS16	0.075779704759904	0.000611147944073132	0	0.00274082593006472	0
ADAMTS17	2.90954504611921	3.90676459817648	2.05870741393072	3.94557597319623	0.969152560707848
ADAMTS18	0.789344107257656	1.75042463117843	0.876942519753975	1.79807947618653	2.54752760889416
ADAMTS19	0.0569710011404472	0.0515672850752467	0.0107653750245072	0.066786823942721	0.327905759080505
ADAMTS19-AS1	0.0272530992342772	0	0	0	0
ADAMTS2	0.614776809337284	1.71369468506486	1.68620774028014	0.721291787835804	0.859570613617771
ADAMTS20	0.00738452742332751	0	0	0	0.0037712864203352
ADAMTS3	0.137937215390709	0.266060576220143	0.615628453968232	1.15513810915105	2.46107417715379
ADAMTS4	0.564270172684111	0.0277911259062208	0.206211111292795	0.0544920922550638	0
ADAMTS5	0.0724017188232536	0.0423341601765528	0.0428520754634286	0.0294737144948272	0.0987123036409677
ADAMTS6	0.0581705173301046	0.0206410913387742	0	0.00589977027211589	0.0035842104481866
ADAMTS7	0.0701373044599248	0.11282893497405	0.0281046414427868	0.20666452236558	0
ADAMTS7P1	0.0398735730105091	0.159989737838317	0.021655634747401	0.00980441588202379	0
ADAMTS8	0.113554390395543	0.523631514559709	0	0	0
ADAMTS9	1.17178591678911	1.91810607449912	1.81740201842015	3.16220551585588	3.03604125340984
ADAMTS9-AS1	0.201997693687529	0.0405443631272901	0.325927467817726	0.228673814332297	0.0189821016389337
ADAMTS9-AS2	0.00364369609962262	0.346256931366831	0	0.00541045263841889	0.0191186652326422
ADAMTSL1	4.19772821821233	4.80363386701631	1.88267860395221	4.40443700789735	2.16600702916351
ADAMTSL2	0.126907032661103	0.772490762505326	0.184939604135683	0.412348702172967	0.0489201233875336
ADAMTSL3	0.138948997826353	1.12107470538929	0.621990480106083	2.39884100098918	1.93768406874862
ADAMTSL4	0.0849388302241214	0.0153144369454804	0.00730713038708114	0.0121675505024636	0
ADAMTSL4-AS1	0.306775493544242	0.0242405153080681	0.164549853409635	0.0890351969747102	0
ADAMTSL5	0.349913129757262	0.285709763862077	0.970754344795509	1.74426649840938	0.465993944584469
ADAP1	7.7158411841902	6.90403520475105	4.02596961412236	5.87173880392495	0.706561051374474
ADAP2	0.0715419407529917	0.000879689854524004	0.0310969246571273	0.000876587446240062	0
ADAR	3.76683368383062	4.67864954659824	5.24798543905268	5.82056529276038	4.3313302006221
